0,1
Datasets\IAM_Words\words\a01\a01-053u\a01-053u-09-02.png,considered
Datasets\IAM_Words\words\d04\d04-125\d04-125-00-05.png,the
Datasets\IAM_Words\words\d06\d06-027\d06-027-06-03.png,","
Datasets\IAM_Words\words\a01\a01-102u\a01-102u-06-10.png,We
Datasets\IAM_Words\words\a01\a01-030x\a01-030x-00-03.png,a
Datasets\IAM_Words\words\a01\a01-000x\a01-000x-01-06.png,to
Datasets\IAM_Words\words\b05\b05-071\b05-071-00-07.png,exact
Datasets\IAM_Words\words\d06\d06-107\d06-107-06-02.png,order
Datasets\IAM_Words\words\a04\a04-039\a04-039-01-04.png,hoped
Datasets\IAM_Words\words\c03\c03-096c\c03-096c-04-00.png,endowed
Datasets\IAM_Words\words\b06\b06-082\b06-082-06-00.png,of
Datasets\IAM_Words\words\a01\a01-128u\a01-128u-09-06.png,increased
Datasets\IAM_Words\words\a06\a06-124\a06-124-00-02.png,""""
Datasets\IAM_Words\words\b04\b04-175\b04-175-02-06.png,in
Datasets\IAM_Words\words\d01\d01-049\d01-049-04-05.png,textual
Datasets\IAM_Words\words\c04\c04-023\c04-023-05-03.png,.
Datasets\IAM_Words\words\a04\a04-050\a04-050-05-05.png,out
Datasets\IAM_Words\words\b03\b03-087\b03-087-00-06.png,given
Datasets\IAM_Words\words\a02\a02-024\a02-024-02-01.png,Economic
Datasets\IAM_Words\words\e06\e06-049\e06-049-01-04.png,simplest
Datasets\IAM_Words\words\a03\a03-011\a03-011-04-07.png,out
Datasets\IAM_Words\words\a01\a01-087\a01-087-02-03.png,Powell
Datasets\IAM_Words\words\d03\d03-117\d03-117-05-01.png,in
Datasets\IAM_Words\words\b04\b04-004\b04-004-03-03.png,his
Datasets\IAM_Words\words\a01\a01-007u\a01-007u-02-02.png,still
Datasets\IAM_Words\words\a04\a04-050\a04-050-00-01.png,Gaitskell
Datasets\IAM_Words\words\c03\c03-094a\c03-094a-08-06.png,with
Datasets\IAM_Words\words\a05\a05-084\a05-084-05-04.png,to
Datasets\IAM_Words\words\b04\b04-147\b04-147-02-09.png,Jack
Datasets\IAM_Words\words\a06\a06-134\a06-134-02-05.png,It
Datasets\IAM_Words\words\e07\e07-003\e07-003-07-01.png,control
Datasets\IAM_Words\words\e02\e02-100\e02-100-01-00.png,in
Datasets\IAM_Words\words\b05\b05-083\b05-083-00-05.png,","
Datasets\IAM_Words\words\e04\e04-000\e04-000-00-08.png,by
Datasets\IAM_Words\words\a02\a02-046\a02-046-07-01.png,minutes
Datasets\IAM_Words\words\a05\a05-104\a05-104-08-04.png,religion
Datasets\IAM_Words\words\e04\e04-086\e04-086-04-02.png,when
Datasets\IAM_Words\words\c03\c03-084e\c03-084e-05-06.png,","
Datasets\IAM_Words\words\a01\a01-003u\a01-003u-00-03.png,gather
Datasets\IAM_Words\words\a04\a04-015\a04-015-06-02.png,and
Datasets\IAM_Words\words\b01\b01-073\b01-073-05-06.png,its
Datasets\IAM_Words\words\d06\d06-111\d06-111-05-13.png,of
Datasets\IAM_Words\words\c03\c03-021a\c03-021a-08-06.png,to
Datasets\IAM_Words\words\b04\b04-187\b04-187-02-04.png,19
Datasets\IAM_Words\words\b01\b01-127\b01-127-02-05.png,carry
Datasets\IAM_Words\words\c03\c03-000e\c03-000e-01-04.png,Honey
Datasets\IAM_Words\words\b04\b04-181\b04-181-03-03.png,from
Datasets\IAM_Words\words\c02\c02-078\c02-078-00-06.png,speed
Datasets\IAM_Words\words\e02\e02-086\e02-086-01-00.png,with
Datasets\IAM_Words\words\d03\d03-112\d03-112-07-06.png,singular
Datasets\IAM_Words\words\b01\b01-132\b01-132-06-04.png,is
Datasets\IAM_Words\words\b06\b06-097\b06-097-00-02.png,of
Datasets\IAM_Words\words\a01\a01-030u\a01-030u-03-02.png,knowledge
Datasets\IAM_Words\words\c04\c04-156\c04-156-05-00.png,wartime
Datasets\IAM_Words\words\c03\c03-094f\c03-094f-05-04.png,grotesque
Datasets\IAM_Words\words\e06\e06-006\e06-006-10-01.png,.
Datasets\IAM_Words\words\a04\a04-043\a04-043-08-00.png,Soviet
Datasets\IAM_Words\words\a01\a01-049x\a01-049x-08-07.png,a
Datasets\IAM_Words\words\e06\e06-033\e06-033-03-02.png,the
Datasets\IAM_Words\words\c03\c03-021e\c03-021e-09-02.png,you
Datasets\IAM_Words\words\a01\a01-026x\a01-026x-09-00.png,at
Datasets\IAM_Words\words\a04\a04-059\a04-059-01-10.png,","
Datasets\IAM_Words\words\a04\a04-027\a04-027-01-01.png,informed
Datasets\IAM_Words\words\c03\c03-096e\c03-096e-04-07.png,hopes
Datasets\IAM_Words\words\c03\c03-084f\c03-084f-04-09.png,on
Datasets\IAM_Words\words\b04\b04-134\b04-134-08-03.png,spectacularly
Datasets\IAM_Words\words\a02\a02-124\a02-124-02-06.png,posted
Datasets\IAM_Words\words\a01\a01-049x\a01-049x-03-06.png,Communist
Datasets\IAM_Words\words\d07\d07-085\d07-085-06-02.png,the
Datasets\IAM_Words\words\d04\d04-086\d04-086-04-10.png,the
Datasets\IAM_Words\words\c03\c03-081b\c03-081b-05-00.png,Miss
Datasets\IAM_Words\words\c03\c03-087c\c03-087c-04-05.png,","
Datasets\IAM_Words\words\a01\a01-053u\a01-053u-09-04.png,the
Datasets\IAM_Words\words\b06\b06-000\b06-000-05-07.png,knew
Datasets\IAM_Words\words\a05\a05-113\a05-113-02-04.png,fall-out
Datasets\IAM_Words\words\a05\a05-000\a05-000-01-05.png,is
Datasets\IAM_Words\words\a01\a01-049u\a01-049u-02-01.png,audience
Datasets\IAM_Words\words\d01\d01-085\d01-085-04-04.png,the
Datasets\IAM_Words\words\b04\b04-175\b04-175-08-06.png,.
Datasets\IAM_Words\words\a04\a04-099\a04-099-07-05.png,of
Datasets\IAM_Words\words\a02\a02-116\a02-116-05-05.png,jailed
Datasets\IAM_Words\words\c03\c03-000c\c03-000c-01-00.png,A
Datasets\IAM_Words\words\a04\a04-099\a04-099-06-02.png,American
Datasets\IAM_Words\words\b04\b04-010\b04-010-08-04.png,have
Datasets\IAM_Words\words\c02\c02-089\c02-089-01-02.png,called
Datasets\IAM_Words\words\a06\a06-051\a06-051-03-09.png,got
Datasets\IAM_Words\words\c03\c03-087e\c03-087e-04-04.png,","
Datasets\IAM_Words\words\b05\b05-017\b05-017-03-10.png,a
Datasets\IAM_Words\words\d01\d01-080\d01-080-04-09.png,of
Datasets\IAM_Words\words\c06\c06-116\c06-116-00-03.png,the
Datasets\IAM_Words\words\c06\c06-095\c06-095-07-00.png,youngsters
Datasets\IAM_Words\words\c04\c04-139\c04-139-02-05.png,normally
Datasets\IAM_Words\words\c02\c02-059\c02-059-01-02.png,what
Datasets\IAM_Words\words\a01\a01-096u\a01-096u-04-01.png,practised
Datasets\IAM_Words\words\a06\a06-152\a06-152-02-02.png,Germany
Datasets\IAM_Words\words\a02\a02-046\a02-046-04-11.png,he
Datasets\IAM_Words\words\b04\b04-107\b04-107-00-00.png,HOW
Datasets\IAM_Words\words\b06\b06-042\b06-042-03-05.png,'30s
Datasets\IAM_Words\words\e06\e06-000\e06-000-02-00.png,sea
Datasets\IAM_Words\words\c02\c02-007\c02-007-00-03.png,began
Datasets\IAM_Words\words\a01\a01-102\a01-102-05-05.png,edifice
Datasets\IAM_Words\words\e06\e06-041\e06-041-00-04.png,This
Datasets\IAM_Words\words\c06\c06-052\c06-052-00-03.png,the
Datasets\IAM_Words\words\a01\a01-128\a01-128-00-03.png,sat
Datasets\IAM_Words\words\a02\a02-032\a02-032-06-05.png,the
Datasets\IAM_Words\words\c04\c04-035\c04-035-07-02.png,hoops
Datasets\IAM_Words\words\a06\a06-014\a06-014-04-01.png,scheme
Datasets\IAM_Words\words\b01\b01-113\b01-113-06-00.png,their
Datasets\IAM_Words\words\c02\c02-003\c02-003-02-01.png,well
Datasets\IAM_Words\words\c04\c04-008\c04-008-03-05.png,stand
Datasets\IAM_Words\words\a06\a06-039\a06-039-01-01.png,can
Datasets\IAM_Words\words\b06\b06-008\b06-008-07-02.png,policy
Datasets\IAM_Words\words\c06\c06-076\c06-076-01-00.png,thing
Datasets\IAM_Words\words\a01\a01-011\a01-011-06-06.png,on
Datasets\IAM_Words\words\b04\b04-181\b04-181-07-00.png,it
Datasets\IAM_Words\words\c06\c06-100\c06-100-07-05.png,quite
Datasets\IAM_Words\words\e01\e01-059\e01-059-04-02.png,articles
Datasets\IAM_Words\words\a01\a01-107u\a01-107u-02-02.png,and
Datasets\IAM_Words\words\d06\d06-015\d06-015-01-03.png,","
Datasets\IAM_Words\words\d06\d06-056\d06-056-01-06.png,their
Datasets\IAM_Words\words\a02\a02-000\a02-000-00-03.png,picked
Datasets\IAM_Words\words\b04\b04-202\b04-202-04-02.png,in
Datasets\IAM_Words\words\b01\b01-038\b01-038-05-03.png,U.S.
Datasets\IAM_Words\words\d01\d01-024\d01-024-00-00.png,Most
Datasets\IAM_Words\words\d07\d07-102\d07-102-04-06.png,'
Datasets\IAM_Words\words\b02\b02-045\b02-045-03-14.png,a
Datasets\IAM_Words\words\a03\a03-071\a03-071-01-06.png,not
Datasets\IAM_Words\words\e04\e04-119\e04-119-01-10.png,boat
Datasets\IAM_Words\words\a04\a04-010\a04-010-00-03.png,get
Datasets\IAM_Words\words\a04\a04-047\a04-047-04-03.png,the
Datasets\IAM_Words\words\a01\a01-030\a01-030-03-07.png,consult
Datasets\IAM_Words\words\a03\a03-054\a03-054-04-03.png,has
Datasets\IAM_Words\words\c04\c04-170\c04-170-00-02.png,and
Datasets\IAM_Words\words\e02\e02-000\e02-000-05-06.png,","
Datasets\IAM_Words\words\e04\e04-083\e04-083-03-07.png,in
Datasets\IAM_Words\words\d05\d05-008\d05-008-05-10.png,Prayer
Datasets\IAM_Words\words\a01\a01-003x\a01-003x-05-06.png,.
Datasets\IAM_Words\words\c03\c03-016a\c03-016a-05-01.png,","
Datasets\IAM_Words\words\d01\d01-019\d01-019-04-11.png,","
Datasets\IAM_Words\words\c02\c02-012\c02-012-09-01.png,reality
Datasets\IAM_Words\words\e01\e01-062\e01-062-04-08.png,the
Datasets\IAM_Words\words\a02\a02-098\a02-098-06-03.png,and
Datasets\IAM_Words\words\b06\b06-059\b06-059-06-02.png,hides
Datasets\IAM_Words\words\b01\b01-118\b01-118-01-07.png,and
Datasets\IAM_Words\words\c03\c03-084f\c03-084f-05-05.png,Fall
Datasets\IAM_Words\words\e01\e01-050\e01-050-02-05.png,doubt
Datasets\IAM_Words\words\c03\c03-096e\c03-096e-04-06.png,One
Datasets\IAM_Words\words\e01\e01-025\e01-025-05-07.png,lovely
Datasets\IAM_Words\words\a02\a02-102\a02-102-03-02.png,his
Datasets\IAM_Words\words\b01\b01-062\b01-062-04-03.png,factual
Datasets\IAM_Words\words\a05\a05-025\a05-025-06-01.png,Festing
Datasets\IAM_Words\words\a02\a02-042\a02-042-01-02.png,convicted
Datasets\IAM_Words\words\e06\e06-026\e06-026-06-03.png,blown
Datasets\IAM_Words\words\d04\d04-050\d04-050-03-08.png,gather-in
Datasets\IAM_Words\words\c03\c03-007e\c03-007e-01-00.png,taken
Datasets\IAM_Words\words\b03\b03-025\b03-025-01-10.png,","
Datasets\IAM_Words\words\c03\c03-096d\c03-096d-04-04.png,had
Datasets\IAM_Words\words\a01\a01-014\a01-014-07-05.png,Greenfield
Datasets\IAM_Words\words\a01\a01-132u\a01-132u-03-05.png,Mr.
Datasets\IAM_Words\words\a02\a02-082\a02-082-01-04.png,convicted
Datasets\IAM_Words\words\e04\e04-004\e04-004-06-05.png,.
Datasets\IAM_Words\words\c03\c03-016a\c03-016a-03-07.png,such
Datasets\IAM_Words\words\a04\a04-081\a04-081-04-00.png,modification
Datasets\IAM_Words\words\e06\e06-010\e06-010-05-01.png,optimum
Datasets\IAM_Words\words\c06\c06-100\c06-100-01-01.png,romancers
Datasets\IAM_Words\words\a01\a01-058x\a01-058x-06-05.png,Germany
Datasets\IAM_Words\words\a01\a01-107u\a01-107u-00-06.png,medical
Datasets\IAM_Words\words\a02\a02-086\a02-086-03-04.png,I
Datasets\IAM_Words\words\c06\c06-083\c06-083-06-02.png,annual
Datasets\IAM_Words\words\e02\e02-100\e02-100-00-09.png,and
Datasets\IAM_Words\words\a06\a06-004\a06-004-00-04.png,Financial
Datasets\IAM_Words\words\c01\c01-014\c01-014-03-05.png,sacrifice
Datasets\IAM_Words\words\a01\a01-113\a01-113-04-10.png,put
Datasets\IAM_Words\words\b03\b03-087\b03-087-01-06.png,there
Datasets\IAM_Words\words\e01\e01-113\e01-113-04-08.png,.
Datasets\IAM_Words\words\d06\d06-107\d06-107-08-02.png,the
Datasets\IAM_Words\words\a03\a03-089\a03-089-00-05.png,replace
Datasets\IAM_Words\words\b03\b03-098\b03-098-04-00.png,about
Datasets\IAM_Words\words\e01\e01-050\e01-050-04-06.png,and
Datasets\IAM_Words\words\a02\a02-111\a02-111-02-04.png,be
Datasets\IAM_Words\words\e04\e04-043\e04-043-00-07.png,seaworthy
Datasets\IAM_Words\words\a06\a06-064\a06-064-06-05.png,there
Datasets\IAM_Words\words\a04\a04-054\a04-054-03-05.png,weapon
Datasets\IAM_Words\words\a05\a05-099\a05-099-01-03.png,of
Datasets\IAM_Words\words\b04\b04-128\b04-128-00-11.png,chemical
Datasets\IAM_Words\words\c04\c04-116\c04-116-00-13.png,finds
Datasets\IAM_Words\words\a01\a01-043u\a01-043u-02-03.png,of
Datasets\IAM_Words\words\d06\d06-030\d06-030-00-06.png,regard
Datasets\IAM_Words\words\c03\c03-003b\c03-003b-03-05.png,characters
Datasets\IAM_Words\words\a03\a03-014\a03-014-05-07.png,it
Datasets\IAM_Words\words\e04\e04-004\e04-004-04-03.png,after
Datasets\IAM_Words\words\c03\c03-096e\c03-096e-02-06.png,driven
Datasets\IAM_Words\words\b06\b06-004\b06-004-02-00.png,Hoesch's
Datasets\IAM_Words\words\a04\a04-015\a04-015-07-06.png,.
Datasets\IAM_Words\words\e06\e06-070\e06-070-01-05.png,rise
Datasets\IAM_Words\words\a05\a05-084\a05-084-06-02.png,of
Datasets\IAM_Words\words\d04\d04-012\d04-012-06-03.png,and
Datasets\IAM_Words\words\c03\c03-096e\c03-096e-04-09.png,he
Datasets\IAM_Words\words\a06\a06-039\a06-039-03-06.png,by
Datasets\IAM_Words\words\a02\a02-027\a02-027-00-05.png,by
Datasets\IAM_Words\words\d01\d01-052\d01-052-03-05.png,many
Datasets\IAM_Words\words\e01\e01-102\e01-102-01-03.png,crochet
Datasets\IAM_Words\words\b01\b01-027\b01-027-05-01.png,.
Datasets\IAM_Words\words\a04\a04-085\a04-085-02-00.png,show
Datasets\IAM_Words\words\b03\b03-025\b03-025-04-01.png,it
Datasets\IAM_Words\words\c06\c06-138\c06-138-07-04.png,but
Datasets\IAM_Words\words\c03\c03-094b\c03-094b-04-06.png,","
Datasets\IAM_Words\words\c02\c02-049\c02-049-05-07.png,From
Datasets\IAM_Words\words\c02\c02-007\c02-007-01-06.png,Africa
Datasets\IAM_Words\words\c03\c03-081f\c03-081f-05-04.png,Miss
Datasets\IAM_Words\words\b05\b05-032\b05-032-03-00.png,we
Datasets\IAM_Words\words\a05\a05-099\a05-099-03-01.png,Mr.
Datasets\IAM_Words\words\d01\d01-060\d01-060-04-05.png,this
Datasets\IAM_Words\words\a04\a04-010\a04-010-08-01.png,with
Datasets\IAM_Words\words\c03\c03-084e\c03-084e-00-00.png,Mr.
Datasets\IAM_Words\words\a04\a04-019\a04-019-05-08.png,and
Datasets\IAM_Words\words\c03\c03-021d\c03-021d-01-00.png,an
Datasets\IAM_Words\words\c04\c04-066\c04-066-03-04.png,Everybody
Datasets\IAM_Words\words\e06\e06-033\e06-033-08-04.png,through
Datasets\IAM_Words\words\e04\e04-095\e04-095-06-02.png,plane
Datasets\IAM_Words\words\a03\a03-080\a03-080-09-03.png,could
Datasets\IAM_Words\words\a01\a01-096u\a01-096u-09-03.png,service
Datasets\IAM_Words\words\b05\b05-032\b05-032-09-10.png,taken
Datasets\IAM_Words\words\c02\c02-003\c02-003-01-01.png,added
Datasets\IAM_Words\words\a01\a01-102u\a01-102u-03-05.png,""""
Datasets\IAM_Words\words\a05\a05-004\a05-004-04-06.png,training
Datasets\IAM_Words\words\a06\a06-000\a06-000-01-05.png,and
Datasets\IAM_Words\words\c04\c04-139\c04-139-03-00.png,V
Datasets\IAM_Words\words\a04\a04-089\a04-089-01-06.png,he
Datasets\IAM_Words\words\b04\b04-075\b04-075-02-09.png,except
Datasets\IAM_Words\words\a03\a03-071\a03-071-06-04.png,some
Datasets\IAM_Words\words\a01\a01-003\a01-003-04-02.png,Government
Datasets\IAM_Words\words\d01\d01-019\d01-019-01-01.png,Gospel
Datasets\IAM_Words\words\e04\e04-043\e04-043-05-07.png,three
Datasets\IAM_Words\words\c06\c06-039\c06-039-05-08.png,and
Datasets\IAM_Words\words\c03\c03-007d\c03-007d-02-07.png,The
Datasets\IAM_Words\words\e04\e04-114\e04-114-04-01.png,to
Datasets\IAM_Words\words\a03\a03-054\a03-054-06-00.png,ammunition
Datasets\IAM_Words\words\a01\a01-096u\a01-096u-04-04.png,43
Datasets\IAM_Words\words\a01\a01-058x\a01-058x-07-01.png,more
Datasets\IAM_Words\words\b01\b01-079\b01-079-00-07.png,to
Datasets\IAM_Words\words\d03\d03-117\d03-117-08-03.png,inside
Datasets\IAM_Words\words\b01\b01-118\b01-118-06-05.png,any
Datasets\IAM_Words\words\a01\a01-102u\a01-102u-08-05.png,cost
Datasets\IAM_Words\words\b04\b04-020\b04-020-03-07.png,.
Datasets\IAM_Words\words\a02\a02-012\a02-012-09-05.png,Barclay
Datasets\IAM_Words\words\b03\b03-114\b03-114-01-09.png,","
Datasets\IAM_Words\words\d01\d01-056\d01-056-04-00.png,verbs
Datasets\IAM_Words\words\b01\b01-113\b01-113-02-08.png,be
Datasets\IAM_Words\words\a06\a06-020\a06-020-01-03.png,to
Datasets\IAM_Words\words\a01\a01-087u\a01-087u-03-04.png,with
Datasets\IAM_Words\words\c04\c04-075\c04-075-04-07.png,of
Datasets\IAM_Words\words\c01\c01-014\c01-014-08-02.png,than
Datasets\IAM_Words\words\b05\b05-017\b05-017-04-05.png,the
Datasets\IAM_Words\words\a01\a01-030x\a01-030x-02-04.png,told
Datasets\IAM_Words\words\b04\b04-040\b04-040-05-06.png,marry
Datasets\IAM_Words\words\c02\c02-026\c02-026-00-05.png,can
Datasets\IAM_Words\words\c04\c04-028\c04-028-00-00.png,Stepmother
Datasets\IAM_Words\words\a01\a01-072u\a01-072u-02-03.png,once-and-for-all
Datasets\IAM_Words\words\b05\b05-042\b05-042-08-05.png,given
Datasets\IAM_Words\words\a02\a02-020\a02-020-06-02.png,.
Datasets\IAM_Words\words\c03\c03-016c\c03-016c-06-02.png,is
Datasets\IAM_Words\words\b05\b05-017\b05-017-02-03.png,the
Datasets\IAM_Words\words\b01\b01-073\b01-073-00-04.png,the
Datasets\IAM_Words\words\c03\c03-087e\c03-087e-00-05.png,some
Datasets\IAM_Words\words\e04\e04-000\e04-000-03-00.png,capable
Datasets\IAM_Words\words\b01\b01-004\b01-004-06-01.png,Capetown
Datasets\IAM_Words\words\a03\a03-066\a03-066-01-01.png,these
Datasets\IAM_Words\words\b04\b04-121\b04-121-03-06.png,And
Datasets\IAM_Words\words\b01\b01-023\b01-023-04-02.png,of
Datasets\IAM_Words\words\b06\b06-019\b06-019-03-06.png,apparatus
Datasets\IAM_Words\words\d07\d07-100\d07-100-03-04.png,because
Datasets\IAM_Words\words\a06\a06-044\a06-044-03-01.png,:
Datasets\IAM_Words\words\b05\b05-088\b05-088-07-06.png,days
Datasets\IAM_Words\words\c02\c02-003\c02-003-04-00.png,not
Datasets\IAM_Words\words\c03\c03-016c\c03-016c-06-00.png,herself
Datasets\IAM_Words\words\a06\a06-095\a06-095-10-02.png,.
Datasets\IAM_Words\words\b06\b06-036\b06-036-02-00.png,control
Datasets\IAM_Words\words\a01\a01-007\a01-007-04-07.png,of
Datasets\IAM_Words\words\e02\e02-018\e02-018-03-06.png,the
Datasets\IAM_Words\words\c04\c04-150\c04-150-03-04.png,cameras
Datasets\IAM_Words\words\c03\c03-081c\c03-081c-05-07.png,","
Datasets\IAM_Words\words\c03\c03-087d\c03-087d-04-01.png,the
Datasets\IAM_Words\words\b01\b01-033\b01-033-02-04.png,.
Datasets\IAM_Words\words\c04\c04-044\c04-044-07-02.png,Detroy
Datasets\IAM_Words\words\d04\d04-005\d04-005-05-02.png,Shamir
Datasets\IAM_Words\words\c03\c03-094a\c03-094a-06-05.png,their
Datasets\IAM_Words\words\e06\e06-070\e06-070-03-02.png,haddock
Datasets\IAM_Words\words\e06\e06-070\e06-070-08-02.png,catch
Datasets\IAM_Words\words\a01\a01-077u\a01-077u-04-01.png,did
Datasets\IAM_Words\words\a06\a06-110\a06-110-01-03.png,he
Datasets\IAM_Words\words\d01\d01-080\d01-080-02-10.png,as
Datasets\IAM_Words\words\d04\d04-032\d04-032-10-00.png,Sabbath
Datasets\IAM_Words\words\b05\b05-045\b05-045-09-02.png,""""
Datasets\IAM_Words\words\b01\b01-094\b01-094-01-07.png,for
Datasets\IAM_Words\words\a06\a06-075\a06-075-06-01.png,(
Datasets\IAM_Words\words\b01\b01-079\b01-079-04-03.png,the
Datasets\IAM_Words\words\b05\b05-050\b05-050-05-01.png,would
Datasets\IAM_Words\words\a06\a06-004\a06-004-02-05.png,legislation
Datasets\IAM_Words\words\c04\c04-139\c04-139-00-10.png,everyday
Datasets\IAM_Words\words\d06\d06-100\d06-100-02-05.png,to
Datasets\IAM_Words\words\a01\a01-122u\a01-122u-07-00.png,food
Datasets\IAM_Words\words\c04\c04-139\c04-139-01-09.png,idea
Datasets\IAM_Words\words\a02\a02-111\a02-111-04-04.png,biggest
Datasets\IAM_Words\words\c03\c03-081b\c03-081b-04-00.png,beautiful
Datasets\IAM_Words\words\c06\c06-100\c06-100-07-09.png,.
Datasets\IAM_Words\words\b04\b04-020\b04-020-00-02.png,meat
Datasets\IAM_Words\words\e06\e06-021\e06-021-01-04.png,spawning
Datasets\IAM_Words\words\b02\b02-102\b02-102-03-04.png,It
Datasets\IAM_Words\words\d06\d06-003\d06-003-04-04.png,molly-coddled
Datasets\IAM_Words\words\a02\a02-057\a02-057-07-06.png,the
Datasets\IAM_Words\words\e01\e01-102\e01-102-07-06.png,number
Datasets\IAM_Words\words\c04\c04-008\c04-008-01-05.png,of
Datasets\IAM_Words\words\c06\c06-039\c06-039-02-01.png,.
Datasets\IAM_Words\words\d04\d04-071\d04-071-02-06.png,multiplied
Datasets\IAM_Words\words\c03\c03-094d\c03-094d-07-01.png,to
Datasets\IAM_Words\words\c03\c03-094f\c03-094f-00-08.png,insensi-
Datasets\IAM_Words\words\c02\c02-078\c02-078-06-05.png,much
Datasets\IAM_Words\words\c03\c03-081b\c03-081b-04-05.png,not
Datasets\IAM_Words\words\b06\b06-036\b06-036-03-03.png,","
Datasets\IAM_Words\words\b04\b04-140\b04-140-00-00.png,BEFORE
Datasets\IAM_Words\words\b01\b01-127\b01-127-06-02.png,appeasement
Datasets\IAM_Words\words\e04\e04-022\e04-022-01-03.png,on
Datasets\IAM_Words\words\e07\e07-061\e07-061-04-00.png,and
Datasets\IAM_Words\words\b06\b06-045\b06-045-01-02.png,two
Datasets\IAM_Words\words\a02\a02-000\a02-000-02-04.png,plans
Datasets\IAM_Words\words\a01\a01-038\a01-038-03-03.png,Government
Datasets\IAM_Words\words\b01\b01-057\b01-057-04-07.png,away
Datasets\IAM_Words\words\a04\a04-006\a04-006-01-06.png,of
Datasets\IAM_Words\words\b06\b06-064\b06-064-02-04.png,policy
Datasets\IAM_Words\words\b02\b02-013\b02-013-02-03.png,evidence
Datasets\IAM_Words\words\d01\d01-019\d01-019-01-09.png,.
Datasets\IAM_Words\words\a06\a06-114\a06-114-02-05.png,tariffs
Datasets\IAM_Words\words\a01\a01-007x\a01-007x-00-03.png,13
Datasets\IAM_Words\words\d04\d04-008\d04-008-03-01.png,the
Datasets\IAM_Words\words\c04\c04-017\c04-017-05-02.png,has
Datasets\IAM_Words\words\a03\a03-023\a03-023-10-02.png,Vientiane
Datasets\IAM_Words\words\a04\a04-039\a04-039-02-01.png,with
Datasets\IAM_Words\words\a01\a01-049u\a01-049u-03-03.png,that
Datasets\IAM_Words\words\c03\c03-094d\c03-094d-00-05.png,)
Datasets\IAM_Words\words\a02\a02-004\a02-004-02-00.png,Instead
Datasets\IAM_Words\words\d06\d06-000\d06-000-04-08.png,that
Datasets\IAM_Words\words\d06\d06-104\d06-104-08-04.png,subject
Datasets\IAM_Words\words\a04\a04-085\a04-085-04-02.png,Kennedy
Datasets\IAM_Words\words\a05\a05-029\a05-029-07-03.png,For
Datasets\IAM_Words\words\a04\a04-089\a04-089-03-04.png,opposed
Datasets\IAM_Words\words\e06\e06-000\e06-000-00-01.png,could
Datasets\IAM_Words\words\b04\b04-116\b04-116-02-04.png,","
Datasets\IAM_Words\words\a06\a06-119\a06-119-06-04.png,"37,000,000"
Datasets\IAM_Words\words\a05\a05-069\a05-069-01-04.png,Macmillan
Datasets\IAM_Words\words\b01\b01-132\b01-132-02-01.png,left
Datasets\IAM_Words\words\a02\a02-098\a02-098-06-00.png,Liberal
